fid,qc_id,corrltv,prd_fsc,ciclo,entidad,redi,estado,municip,parroqu,categor,subctgr,mnt_pry,fech_nc,cotizcn,mnt_pr_,nmbr_pr,dscrpc_,estts_p,huso_nc,hus_fnl,crd_nr_,crd_st_,tipo_br,cntdd__,undd_br,mtrls_c,mtrl_tp,mtrl_cn,clsfccn,motivo,longitd,latitud,nrmlzd_,ctgrs_m,icon_url
"313","310",PI-2023-C-12-E-128-00039871,2023,C12,ALCALDÍA DE INDEPENDENCIA (EDO. YARACUY),Occidental,Yaracuy,Independencia,Capital Independencia,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),70031.1555869873,2023/07/12,28.28,70031.1555869873,REHABILITACIÓN DE LA CARPETA ASFÁLTICA DEL TERMINAL DE PASAJEROS INDEPENDENCIA EN EL SECTOR BRISAS DEL TERMINAL DEL MUNICIPIO INDEPENDENCIA ESTADO YARACUY,"CONSISTE EN LA REHABILITACIÓN DE LA CARPETA ASFÁLTICA MEDIANTE BACHEOS CON MEZCLA ASFÁLTICA EN CALIENTE EN EL PATIO DE ANDENES DEL TERMINAL DE PASAJEROS INDEPENDENCIA DEL MUNICIPIO INDEPENDENCIA. CORRESPONDIENTE A 1953,60 METROS CUADRADOS",Culminado,"19","19","1141141","527266",Rehabilitación o Mejora,1953.6,m2,Si,Mezcla Asfaltica En Caliente (Toneladas),"320",bacheo,Elementos no asfalticos,-68.7500492663648,10.3238541915767,0.087072064526254,"2",./0.png
"314","311",PI-2023-C-12-E-149-00039845,2023,C12,ALCALDÍA DE JULIO CÉSAR SALAS (EDO. MÉRIDA),Los Andes,Mérida,Julio César Salas,Arapuey,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),44587.8359264498,2023/07/12,28.28,44587.8359264498,"Rehabilitación Integral de 5000M2 de la avenida N° 02, boulevart, del casco central de Arapuey, de la parroquia Arapuey del municipio Julio Cesar Salas estado Mérida","Rehabilitación Integral de 5000m2 de la Av 02, buolevart de arapuey, donde se van a realizar la construcción vialidad de 3 metros de ancho con un espesor de 10mm, con sus respectivas aceras, brocales, alcantarillas y bacheo de los sectores que se encue",Aprobado,"19","19","1024108","285542",Rehabilitación o Mejora,5000,m2,Si,Asfalto Caliente,"5",heterogeneo_asf,Elementos no asfalticos,-70.953458455075,9.25603060007399,-0.285286511758548,"1",./0.png
"315","312",PI-2023-C-12-E-185-00039858,2023,C12,ALCALDÍA DE MAUROA (EDO. FALCÓN),Occidental,Falcón,Mauroa,Mene De Mauroa,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),89172.5601131542,2023/07/12,28.28,89172.5601131542,"REHABILITACIÓN INTEGRAL DE LA VÍA PRINCIPAL DE ACCESO A MENE DE MAUROA, SECTOR LA PRINGAMOZA, PARROQUIA MENE DE MAUROA, MUNICIPIO MAUROA, ESTADO FALCÓN (III ETAPA)","ESTE PROYECTO CONTEMPLA LA REHABILITACIÓN DE 300 MTS DE VIALIDAD ANCHO PROMEDIO DE 8 MTS EQUIVALENTE 2400 M2, LOS CUALES SERÁN EJECUTADOS CON EL ACONDICIONAMIENTO, CONFORMACIÓN, COMPACTACIÓN, IMPRIMACIÓN Y RIEGO DE ADHERENCIA DE LA SUPERFICIE PARA L",Culminado,"19","19","1181499","277267",Rehabilitación o Mejora,2400,m2,Si,Mezcla Asfalto En Caliente (Ton),"250",heterogeneo_asf,Elementos no asfalticos,-71.0477509262302,10.6891538292182,0.367203204351914,"2",./0.png
"316","313",PI-2023-C-12-E-200-00039912,2023,C12,ALCALDÍA DE MUÑOZ (EDO. APURE),Los LLanos,Apure,Muñoz,Rincón Hondo,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",33378.3596181047,2023/07/12,28.28,33378.3596181047,"REHABILITACIÓN DE  LA  VÍA MANTECAL - LA ESTACADA, PARROQUIA RINCÓN HONDO, MUNICIPIO MUÑOZ, ESTADO APURE.","CONSISTE EN ENGRANZONAR 16800 M2 DE LA  VIA  O RAMAL, EN EL TRAMO HATO CAUCAGUA - HASTA LOS ORIPOPOS DE LA  VÍA MANTECAL - LA ESTACADA,  EMPLEANDO MAQUINARIAS PESADAS TIPO VIBROCOMPATADOR, CAMION TIPO VOLQUETA , PARA LOGRAR MAYOR Y MEJOR TRANSITABILIDAD",Culminado,"19","19","824227","486316",Rehabilitación o Mejora,16800,m2,Si,Granzon Cernido M2,"16800",heterogeneo_asf,Elementos no asfalticos,-69.12424110458,7.48215570955909,-0.449335255977542,"1",./0.png
"317","314",PI-2023-C-12-E-236-00039897,2023,C12,ALCALDÍA DE PUEBLO LLANO (EDO. MÉRIDA),Los Andes,Mérida,Pueblo Llano,Pueblo Llano,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",63649.2220650636,2023/07/12,28.28,63649.2220650636,"REHABILITACIÓN DEL TRAMO VIAL COMPRENDIDO DESDE EL SECTOR SANTA FILOMENA HASTA EL CASERÍO LA RANCHERÍA RAMAL 11, PARROQUIA PUEBLO LLANO, MUNICIPIO PUEBLO LLANO DEL ESTADO BOLIVARIANO DE MÉRIDA","CONSISTE EN LA REMOCIÓN DE LA CARPETA ASFÁLTICA DE LA VÍA EN ÁREAS DETERIORADAS, IMPRIMACIÓN Y COLOCACIÓN DE 300 TONELADAS DE MEZCLA ASFÁLTICA EN CALIENTE PARA REHABILITAR 1863 M2, EMPLEANDO MAQUINARIA PESADA: RODILLO COMPACTADOR, CAMIÓN VOLTEO,",Aprobado,"19","19","992722","321076",Rehabilitación o Mejora,2196,m2,Si,Tonelada De Mezcla Asfáltica En Caliente,"300",heterogeneo_asf,Elementos no asfalticos,-70.6542416706631,8.90441388118189,-0.006326427175026,"1",./0.png
"318","315",PI-2023-C-12-E-245-00039850,2023,C12,ALCALDÍA DE RIVAS DÁVILA (EDO. MÉRIDA),Los Andes,Mérida,Rivas Dávila,Bailadores,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",39603.9603960396,2023/07/12,28.28,39603.9603960396,"REHABILITACIÓN DE LA TRONCAL 007 DESDE EL SECTOR CUATRO ESQUINAS ALDEA SAN PABLO HASTA  EL SECTOR AGUA AZUL ALDEA BODOQUE, MUNICIPIO RIVAS DÁVILA, ESTADO BOLIVARIANO DE MÉRIDA.","Se realizara riego de adherencia con material asfáltico y colocación de 195 toneladas de mezcla asfáltica para bacheo con equipo pesado, para rehabilitar 1.650,00 m² de esta importante arteria vial, se hace necesario  el traslado de maquinaria pesada",Aprobado,"19","19","914294","189256",Rehabilitación o Mejora,1650,m2,Si,"Mezcla Asfaltica Tipo Iv, Unidad De Medida Toneladas","195",heterogeneo_asf,Elementos no asfalticos,-71.8122527519568,8.27859857614001,-0.358224666906696,"1",./0.png
"319","316",PI-2023-C-12-E-245-00039851,2023,C12,ALCALDÍA DE RIVAS DÁVILA (EDO. MÉRIDA),Los Andes,Mérida,Rivas Dávila,Bailadores,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),21782.1782178218,2023/07/12,28.28,21782.1782178218,"REHABILITACIÓN DE LA VIALIDAD URBANA  DE LA PARROQUIA BAILADORES DESDE LA CALLE 1 HASTA EL SECTOR CHITA. MUNICIPIO RIVAS DÁVILA, ESTADO BOLIVARIANO DE MÉRIDA","Se realizara riego de adherencia con material asfáltico y colocación de 120 toneladas de mezcla asfáltica para bacheo con equipo pesado y liviano, para rehabilitar 1.090,00 m² de esta importante vía urbana, se hace necesario  el traslado de maquinar",Aprobado,"19","19","912854","187643",Rehabilitación o Mejora,1632,m2,Si,"Mezcla Asfaltica Tipo Iv , Uniddad De Medida Toneladas","190",heterogeneo_asf,Elementos no asfalticos,-71.8247441012126,8.25592330093488,-0.619043362237228,"1",./0.png
"320","317",PI-2023-C-12-E-254-00039964,2023,C12,ALCALDÍA DE SAN DIEGO (EDO. CARABOBO),Central,Carabobo,San Diego,Urbana San Diego,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),96527.5136066139,2023/07/25,29.03,96527.5136066139,"CONSTRUCCIÓN DE VIA DE ACCESO HACIA LA URBANIZACIÓN LOMAS DE LA HACIENDA, MUNICIPIO SAN DIEGO. ESTADO  CARABOBO.  (VI ETAPA)","Este  proyecto consiste en la colocación de carpeta asfáltica entre las progresivas 0+540 hasta 1+160,  lo cual corresponde a 620 metros lineales de vía consolidada de la Colectora 23, abarcando un ancho de 7 metros, que contempla  2 canales de circul",Culminado,"19","19","1135705","613673",Construcción Inicial,4340,m2,Si,Asfalto (Tn),"650",carpeta,Elementos no asfalticos,-67.9648840588482,10.2727178210322,0.474841674803287,"2",./0.png
"321","318",PI-2023-C-12-E-258-00039855,2023,C12,ALCALDÍA DE SAN FRANCISCO (EDO. ZULIA),Occidental,Zulia,San Francisco,Domitila Flores,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),109001.003536068,2023/07/12,28.28,109001.003536068,"REHABILITACIÓN INTEGRAL DE LA CALLE 165, DESDE AVENIDA 48 ¨VÍA LA CAÑADA¨ HASTA AVENIDA 49B, PARROQUIA DOMITILA FLORES, MUNICIPIO SAN FRANCISCO, ESTADO ZULIA.","El Proyecto contempla el acondicionamiento y la limpieza de áreas, pintura de brocales, asfaltado y bacheo correspondiente a capas en deterioro evidentes, con el uso de mezcla asfáltica en caliente tipo III, incluyendo: remoción de escombros, sediment",Culminado,"19","19","1168864","208976",Rehabilitación o Mejora,15478,m2,Si,Mezcla Asfaltica En Caliente Tipo Iii (Toneladas),"590",bacheo/carpeta,Elementos no asfalticos,-71.6479034338375,10.5616630033222,0.657389039431893,"2",./1.png
"322","321",PI-2023-C-13-E-343-00040020,2023,C13,GOBERNACIÓN DE BARINAS,Los LLanos,Barinas,Barinas,Ramón Ignacio Méndez,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),105498.721227621,2023/08/10,31.28,105498.721227621,"Continuación de la Prolongación de la avenida Nueva Torunos, entre avenida Adonay Parra Jiménez y Avenida 23 de enero (VI etapa) Municipio Barinas, Estado Barinas","El Proyecto Consiste en la continuación de la prolongación de la avenida nueva torunos, mediante la colocación de 70 m3 de concreto para la construcción de aceras, 549,55 toneladas de asfalto, 4506,43 m2 de adherencia, transporte de material asfaltic",Aprobado,"19","19","952469","363990",Construcción Inicial,7300,m2,Si,Toneladas De Asfalto,"549",heterogeneo_asf,Elementos no asfalticos,-70.2391723553966,8.61652843612187,0.606133744465678,"2",./1.png
"323","322",PI-2023-C-13-E-346-00039989,2023,C13,GOBERNACIÓN DE COJEDES,Los LLanos,Cojedes,Ezequiel Zamora,San Carlos De Austria,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),70492.3273657289,2023/08/10,31.28,70492.3273657289,"REHABILITACIÓN  Y MEJORAS DE LA  AVENIDA CIRCUNVALACIÓN PORTUGUESA, TRAMO REDOMA DEL MANGO - EL CACAO, EN EL MUNICIPIO EZEQUIEL ZAMORA DEL ESTADO BOLIVARIANO DE COJEDES, A TRAVÉS DE LA SECRETARÍA DE INFRAESTRUCTURA Y SERVICIOS PÚBLICOS ADSCRITA A LA","CONSISTE EN LA REMOCIÓN DE ASFALTO CON EQUIPO LIVIANO Y PESADO,CARGA Y BOTE DE MATERIAL,TRANSPORTE Y COLOCACION 420 TONELADAS DE MEZCLA ASFALTICA EN CALIENTE,EN EL TRAMO QUE COMPRENDE LA REDOMA DEL MANGO - EL CACAO EN EL MUNICIPIO EZEQUEIL ZAMORA DEL ES",Culminado,"19","19","1071887","536791",Rehabilitación o Mejora,2575.1,m2,Si,Toneladas De Mezcla Asfáltica,"420",carpeta,Elementos no asfalticos,-68.5774534127032,9.66684709423274,0.09382123363021,"2",./0.png
"324","323",PI-2023-C-13-E-348-00040279,2023,C13,GOBERNACIÓN DE FALCÓN,Occidental,Falcón,Monseñor Iturriza,Chichiriviche,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",98697.6962915601,2023/08/10,31.28,98697.6962915601,"REHABILITACIÓN INTEGRAL DE LA LO03 FA 005, DESDE LA PROG. 0+000  HASTA LA PROG. 3+590, PARROQUIA CHICHIRIVICHE, MUNICIPIO MONSEÑOR ITURRIZA, ESTADO FALCÓN","REHABILITACIÓN DE DISTINTOS TRAMOS DE VÍA DESDE LA  INTERSECCIÓN ENTRADA SANARE HASTA TIBANA, CONTEMPLANDO ACTIVIDADES DE DEMOLICIÓN DE PAVIMENTO ASFÁLTICO, BACHEO PESADO Y LIVIANO, SUMINISTRO, TRANSPORTE Y COLOCACIÓN DE MEZCLA ASFÁLTICA EN CALIEN",Culminado,"19","19","1205906","567465",Rehabilitación o Mejora,31592,m2,Si,Mezcla Asfáltica Tipo Iv,"1000",bacheo,Elementos no asfalticos,-68.3884305235636,10.8766958164693,0.506601922507829,"2",./0.png
"325","324",PI-2023-C-13-E-348-00040292,2023,C13,GOBERNACIÓN DE FALCÓN,Occidental,Falcón,Falcón,Pueblo Nuevo,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",95108.6956521739,2023/08/10,31.28,95108.6956521739,"REHABILITACIÓN INTEGRAL DE LA VÍA PUEBLO NUEVO - MORUY DESDE LA PROG. 0+000 HASTA LA PROG. 16+790, PARROQUIA PUEBLO NUEVO, MUNICIPIO FALCÓN, ESTADO FALCÓN.","REHABILITACIÓN DE DISTINTOS TRAMOS DE LA VÍA DESDE PUEBLO NUEVO HASTA MORUY, CONTEMPLANDO ACTIVIDADES DE DEMOLICIÓN DE PAVIMENTO ASFÁLTICO, BACHEO PESADO Y LIVIANO, SUMINISTRO, TRANSPORTE Y COLOCACIÓN DE MEZCLA ASFÁLTICA EN CALIENTE TIPO IV Y DEMAR",Culminado,"19","19","1307008","393153",Rehabilitación o Mejora,39176.67,m2,Si,Mezcla Asfáltica Tipo Iv,"800",bacheo,Elementos no asfalticos,-69.9174233041253,11.9477181940421,0.454077519788484,"2",./0.png
"326","325",PI-2023-C-13-E-350-00040237,2023,C13,GOBERNACIÓN DE LARA,Occidental,Lara,Morán,Humocaro Bajo,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",22378.5166240409,2023/08/10,31.28,22378.5166240409,"Mejoras viales en la Local 05 Progresiva 15+000, vía Los Humocaros, parroquia Humocaro Bajo, municipio Morán, estado Lara (II Etapa)","Consiste en la corrección de falla de borde mediante la rectificación de talud para continuar con la construcción de la variante de un tramo de aproximadamente 100 m de longitud por 4 m de ancho, para lo cual se requerirá del uso de maquinaria pesada",Culminado,"19","19","1069431","402787",Rehabilitación o Mejora,400,m2,Si,M3 De Granzon,"300",heterogeneo_asf,Por descripción,-69.8858570169489,9.67342673616218,-0.610316052951871,"1",./0.png
"327","326",PI-2023-C-13-E-351-00039999,2023,C13,GOBERNACIÓN DE MÉRIDA,Los Andes,Mérida,Obispo Ramos De Lora,Eloy Paredes,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",46355.4987212276,2023/08/10,31.28,46355.4987212276,Rehabilitación integral de 400 m2 de la Troncal 001 en el Sector Guayabones de la parroquia Eloy Paredes del municipio Obispo Ramos de Lora  del Estado Bolivariano de Mérida,"Rehabilitación integral de 400 m2 de la Troncal 001 en el Sector Guayabones de la parroquia Eloy Paredes del municipio Obispo Ramos de Lora  del Estado Bolivariano de Mérida con la colocación de 125 toneladas de asfalto, reparación del sistema de dre",Culminado,"19","19","968706","216793",Rehabilitación o Mejora,400,m2,Si,Asfalto,"125",carpeta,Elementos no asfalticos,-71.5644943558851,8.76077044030056,-0.259417072927578,"1",./0.png
"328","327",PI-2023-C-13-E-355-00039994,2023,C13,GOBERNACIÓN DE PORTUGUESA,Los LLanos,Portuguesa,Guanare,San Juan De Guanaguanare,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",210299.869245524,2023/08/10,31.28,210299.869245524,"Rehabilitación del tramo vial Local 01 comprendido desde el sector la Colonia hasta el sector Desembocadero, Municipio Guanare. Estado Portuguesa.","Consiste en recuperar la vía Local 01, realizando actividades tales como: riego de adherencia empleando material asfáltico, imprimación de 1.230 toneladas de asfalto; para rehabilitar 8.250 m2 de vialidad, de igual forma la colocación de mezcla asfá",Culminado,"19","19","1013213","402060",Rehabilitación o Mejora,8250,m2,Si,Mezcla Asfaltica En Toneladas,"1230",carpeta,Elementos no asfalticos,-69.8019496217823,9.04629122460039,2.13988039347252,"3",./2.png
"329","328",PI-2023-C-13-E-358-00040026,2023,C13,GOBERNACIÓN DE TRUJILLO,Los Andes,Trujillo,Monte Carmelo,Buena Vista,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",82125.148657289,2023/08/10,31.28,82125.148657289,"REHABILITACIÓN DE LA VIALIDAD, TRAMO BUENA VISTA  -  EL MURO, PARROQUIA  BUENA VISTA, MUNICIPIO MONTE CARMELO, DEL  ESTADO TRUJILLO","RECUPERACIÓN DE CARPETA DE RODAMIENTO (CARPETA CORRIDA Y BACHEO),  CON LA COLOCACIÓN DE 1400 TON DE ASFALTO TIPO III, IGUALMENTE, SE REALIZARÁ DEMARCACIÓN VIAL EN EL  TRAMO BUENA VISTA  - EL MURO,   PARROQUIA  BUENA VISTA,  MUNICIPIO MONTE CARMELO, D",Aprobado,"19","19","1029385","293897",Rehabilitación o Mejora,6400,m2,Si,Asfalto Tipo Iii (Toneladas),"1400",bacheo/carpeta,Elementos no asfalticos,-70.8784620281695,9.30273598489553,0.264065558352472,"2",./0.png
"330","329",PI-2023-C-13-E-358-00040060,2023,C13,GOBERNACIÓN DE TRUJILLO,Los Andes,Trujillo,Miranda,Agua Santa,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",30690.537084399,2023/08/10,31.28,30690.537084399,"CORRECCIÓN DE FALLA DE BORDE EN EL TRAMO VIAL EL COROZO - AGUA SANTA, PARROQUIA AGUA SANTA, MUNICIPIO MIRANDA, ESTADO TRUJILLO. II ETAPA","CORRECCIÓN DE FALLA DE BORDE EN UNA LONGITUD DE 30 METROS. SE REALIZARA MEDIANTE LA CONSTRUCCIÓN DE OBRAS DE CONTENCIÓN (MUROS DE GAVIONES), POSTERIORMENTE SE REALIZARA LA RESTITUCIÓN DE LA CALZADA CON LA COLOCACIÓN DE RELLENO COMPACTADO Y MEJORAMIE",Aprobado,"19","19","1052035","315747",Rehabilitación o Mejora,20,Metros,,,,heterogeneo_asf,Por descripción,-70.6780969740467,9.51336393045925,-0.488671073210116,"1",./0.png
"331","330",PI-2023-C-13-E-359-00039990,2023,C13,GOBERNACIÓN DE LA GUAIRA,Central,La Guaira,Vargas,Caruao,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",157168.167199488,2023/08/10,31.28,157168.167199488,"REHABILITACIÓN INTEGRAL DEL TRAMO VIAL COMPRENDIDO DESDE EL PUESTO DE CONTROL LOS CARACAS HASTA EL PUENTE DE LA VIA ORITAPO, EN LA PARROQUIA CARUAO DEL ESTADO LA GUAIRA.","CONSISTE EN LA COLOCACIÓN DE TACHAS REFLECTIVAS EN LA VIALIDAD DESDE EL PUESTO DE CONTROL LOS CARACAS HASTA EL PUENTE DE LA VIA ORITAPO, DEMARCACIÓN VIAL EN TRAMO DE LOS CARACAS Y REPARACIÓN DE 4 REJILLAS DE ALCANTARILLADO EN LOS CARACAS.",Culminado,"19","19","1175904","775647",Rehabilitación o Mejora,17200,Metros,Si,Tachas Reflectivas,"11000",heterogeneo_asf,Por descripción,-66.5751952727871,10.6267210120907,1.36230713678246,"2",./1.png
"332","331",PI-2023-C-13-E-361-00040033,2023,C13,GOBERNACIÓN DE ZULIA,Occidental,Zulia,Maracaibo,Chiquinquirá,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),94341.4322250639,2023/08/10,31.28,94341.4322250639,"REASFALTADO DE LA CIRCUNVALACIÓN No. 2, SENTIDO SUR-NORTE, DESDE LA E/S LAGOLUZ HASTA LA ENTRADA A LA CURVA DE CIUDADELA FARIA, PARROQUIA CHIQUINQUIRÁ, MUNICIPIO MARACAIBO, ESTADO ZULIA.","SE PLANTEA EL REASFALTADO DE 844 METROS LINEALES DE VÍA DETERIORADA, DE ANCHO VARIABLE, A TRAVÉS DE LAS ACTIVIDADES DE LIMPIEZA A MANO EN CALZADA Y RIEGO DE ADHERENCIA CON RC250 EN UN ÁREA DE 11.002 M2, SUMINISTRO, TRANSPORTE Y COLOCACIÓN DE 1.265 TO",Culminado,"19","19","1182769","210399",Rehabilitación o Mejora,11002,m2,Si,Toneladas De Mezcla Asfáltica En Caliente Tipo Iii,"1265",carpeta,Elementos no asfalticos,-71.6467397814684,10.6810274171596,0.442848752427707,"2",./0.png
"333","332",PI-2023-C-13-E-361-00040040,2023,C13,GOBERNACIÓN DE ZULIA,Occidental,Zulia,San Francisco,José Domingo Rus,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),94341.4322250639,2023/08/10,31.28,94341.4322250639,"REASFALTADO DE TRAMOS CRÍTICOS DE LA VÍA A PERIJÁ DESDE YAYO IMPORT HASTA EL SEMÁFORO EN EL C.C. SUPER SAMÁN, PARROQUIA JOSÉ DOMINGO RUS, MUNICIPIO SAN FRANCISCO, ESTADO ZULIA.","SE PLANTEA EL REASFALTADO DE 761 METROS LINEALES DE VÍA DETERIORADA, DE ANCHO VARIABLE, A TRAVÉS DE LAS ACTIVIDADES DE LIMPIEZA A MANO EN CALZADA Y RIEGO DE ADHERENCIA CON RC250 EN UN ÁREA DE 10.783 M2, SUMINISTRO, TRANSPORTE Y COLOCACIÓN DE 1.240 TO",Culminado,"19","19","1166178","204681",Rehabilitación o Mejora,10783,m2,Si,Toneladas De Mezcla Asfáltica En Caliente Tipo Iii,"1240",carpeta,Elementos no asfalticos,-71.6934489302552,10.5426387356259,0.442848752427707,"2",./0.png
"334","333",PI-2023-C-13-E-361-00040043,2023,C13,GOBERNACIÓN DE ZULIA,Occidental,Zulia,Maracaibo,Chiquinquirá,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),193439.101023018,2023/08/10,31.28,193439.101023018,"RECUPERACIÓN DE LA AV. 28 LA LIMPIA, TRAMO COMPRENDIDO ENTRE LOS DISTRIBUIDORES JUAN PABLO II (C-1) Y HUMBERTO FERNÁNDEZ MORAN (C-2), SENTIDO ESTE - OESTE, PARROQUIA CHIQUINQUIRÁ, MUNICIPIO MARACAIBO, ESTADO ZULIA.","SE PLANTEA EL REASFALTADO DE 1.600 ML EN TRAMOS DE VÍA DETERIORADA DE ANCHO VARIABLE, MEDIANTE LA LIMPIEZA A MANO EN CALZADA, DEMOLICIÓN DE PAVIMENTO ASFALTICO CON EQUIPO PESADO, IMPRIMACIÓN Y RIEGO DE ADHERENCIA CON RC-250 EN UN ÁREA DE 14.500 M2, E",Culminado,"19","19","1180764","210050",Rehabilitación o Mejora,14500,m2,Si,Toneladas De Mezcla Asfáltica En Caliente Tipo Iii,"2000",bacheo/carpeta,Elementos no asfalticos,-71.6295210146188,10.6481670095702,1.89312597093,"2",./1.png
"335","334",PI-2023-C-14-E-106-00040016,2023,C14,ALCALDÍA DE FRANCISCO DE MIRANDA (EDO. GUÁRICO),Los LLanos,Guárico,Francisco De Miranda,Calabozo,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),75915.3781969309,2023/08/10,31.28,75915.3781969309,"REHABILITACIÓN CON MATERIAL GRANULAR NO METÁLICO (RIPIO) DE LA VIALIDAD INTERNA DEL COMPLEJO POLIDEPORTIVO DE CALABOZO, MUNICIPIO FRANCISCO DE MIRANDA DEL ESTADO GUARICO.",CONSISTE EN LA CONFORMACIÓN Y ADECUACIÓN DE LAS VIALIDADES INTERNAS QUE FORMAN PARTE DE LAS INSTALACIONES DEPORTIVAS DEL COMPLEJO POLIDEPORTIVO DE CALABOZO. DICHAS ACTIVIDADES TRATAN DE LA REMOCIÓN DE 20 CM DE CARPETA VEGETAL EN UNA LONGITUD DE ALREDE,Culminado,"19","19","988511","675488",Rehabilitación o Mejora,12000,m2,Si,Material Granular No Metalico (Ripio) M3,"4800",heterogeneo_asf,Por descripción,-67.407421227215,8.94007241920915,0.17318664323745,"2",./0.png
"336","335",PI-2023-C-14-E-121-00039983,2023,C14,ALCALDÍA DE GUANARITO (EDO. PORTUGUESA),Los LLanos,Portuguesa,Guanarito,Capital Guanarito,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),18021.239769821,2023/08/10,31.28,18021.239769821,"Rehabilitación y Mejoras de la vialidad en la comunidad SIMÓN BOLÍVAR de la parroquia Guanarito , municipio Guanarito del estado Portuguesa",EL PROYECTO TIENE COMO OBJETIVO LA REHABILITACIÓN Y MEJORA DE LA  VIALIDAD EN LA COMUNIDAD SIMÓN BOLÍVAR LOS TRABAJOS SON LA LIMPIEZA Y REMOCIÓN DE LA CAPA VEGETAL COLOCACIÓN DE MATERIAL GRANULAR Y CONFORMACIÓN DE LA SUPERFICIE DE APOYO CON EMPLEO,Culminado,"19","19","961540","475802",Rehabilitación o Mejora,5929,m2,Si,Granzon M3,"350",heterogeneo_asf,Por descripción,-69.2240818629318,8.69614159167531,-0.674084045004909,"1",./0.png
"337","336",PI-2023-C-14-E-121-00039985,2023,C14,ALCALDÍA DE GUANARITO (EDO. PORTUGUESA),Los LLanos,Portuguesa,Guanarito,Capital Guanarito,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),18021.2276214834,2023/08/10,31.28,18021.2276214834,REHABILITACIÓN Y MEJORAS DE LA VIALIDAD EN LA COMUNIDAD LAS FLORES DE LA PARROQUIA GUANARITO MUNICIPIO GUANARITO ESTADO PORTUGUESA,"EL PROYECTO TIENE COMO OBJETIVO FUNDAMENTAL LA REHABILITACIÓN Y MEJORA DE LA VIALIDAD EN LA COMUNIDAD DE LAS FLORES, LOS TRABAJOS COMPRENDEN  LA LIMPIEZA Y REMOCIÓN DE LA CAPA VEGETAL , COLOCACIÓN DE MATERIAL GRANULAR Y CONFORMACIÓN DE LA SUPERFICIE",Culminado,"19","19","961152","476917",Rehabilitación o Mejora,6874,m2,Si,Granzon M3,"350",heterogeneo_asf,Por descripción,-69.2099636282929,8.69491044722979,-0.674084222793726,"1",./0.png
"338","337",PI-2023-C-14-E-121-00039986,2023,C14,ALCALDÍA DE GUANARITO (EDO. PORTUGUESA),Los LLanos,Portuguesa,Guanarito,Capital Guanarito,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),18021.2685421995,2023/08/10,31.28,18021.2685421995,REHABILITACIÓN Y MEJORAS DE LA VIALIDAD EN LA COMUNIDAD CHEPA PONTE DE LA PARROQUIA GUANARITO DEL MUNICIPIO GUANARITO DEL  MUNICIPIO GUANARITO,EL PROYECTO TIENE COMO OBJETIVO FUNDAMENTAL  LA REHABILITACIÓN Y MEJORAS DE LA VIALIDAD EN LA COMUNIDAD CHE PONTE  LOS TRABAJOS  REALIZAR  SON LA LIMPIEZA Y REMOCIÓN DE LA CAPA VEGETAL COLOCACIÓN DE MATERIAL GRANULAR Y CONFORMACIÓN DE LA SUPERFICIE,Culminado,"19","19","960997","477135",Rehabilitación o Mejora,11200,m2,Si,Granzon M3,"350",heterogeneo_asf,Por descripción,-69.2045014400412,8.69710235292754,-0.674083623926133,"1",./0.png
